title,keywords
Tin Can Man,"horror, home invasion"
Tin Cup,"drama, comedy, romance, lover (female), golf, man-woman relation, sport, woman between two men"
Tinker Tailor Soldier Spy,"spy, cold war, spying, espionage, mole, british spy, drama, thriller, mystery"
Tiny Furniture,"drama, comedy, romance, sister sister relationship, male female relationship, mother daughter relationship, youtube, woman director"
Titan A.E.,"monster, galaxy, dystopia, space, alien, animation, mission, adventure, animation, action, science fiction, family"
Titanic,"drama, thriller, romance, shipwreck, iceberg, ship, panic, titanic, ocean liner, epic, rich woman - poor man, love, disaster, tragic love, class differences, imax, star crossed lovers, steerage, salvage, rich snob, 3d, 1910s"
TMNT,"new york, brother brother relationship, journalist, martial arts, crime fighter, secret identity, mutant, turtle, love, based on comic book, reunion, brother against brother, adventure, animation, comedy, family"
"To Be Frank, Sinatra at 100","documentary, music, actors, legendary perfomer, classic hollywood, frank sinatra, singers"
To Die For,"adultery, winter, obsession, television, new hampshire, narcissistic personality disorder, fantasy, drama, comedy, thriller"
To Kill a Mockingbird,"drama, crime, black people, based on novel, brother sister relationship, becoming an adult, isolation, arbitrary law, socially deprived family, tree house, wrong accusal, farm worker, intolerance, exclusion, court case, defence, right and justice, court, child"
To Rome with Love,"comedy, romance, rome, expatriate, episodic"
To Save A Life,"drama, christian, independent film"
To Write Love on Her Arms,"depression, biography, drug, drama, music"
Tom Jones,"adventure, comedy, history, romance, from rags to riches, tutor, squire"
Tombstone,"retirement, wyatt earp, right and justice, historical figure, adventure, drama, action, history, western"
Tomcats,"comedy, romance, compulsive gambling, roulette, stag night, group of friends"
Tomorrow Never Dies,"adventure, action, thriller, london england, england, spy, china, news broadcast, intelligence, television, missile, manipulation of the media, secret intelligence service, special car, tv station, media tycoon, navy, motorcycle, secret service, hamburg germany"
Tomorrowland,"adventure, science fiction, mystery, family, inventor, apocalypse, destiny, imax, dreamer, futuristic car, futuristic city"
Tootsie,"comedy, romance, infidelity, love, friends, cross dressing, reputation, unemployed actor, serenade, hit in the crotch, apology, live television, actress, actor"
Top Five,"drama, comedy, comedian, interview, reporter, movie star, fiancu00e9 fiancu00e9e relationship"
Top Gun,"lovesickness, loss of lover, fighter pilot, self-discovery, pilot, ejection seat, dying and death, officer, training camp, air force, airplane, dangerous, battle assignment, u.s. navy, hostility, secret love, cowardliness, pilot school, action, romance, war"
Top Hat,"comedy, music, romance, venice, dance, musical, tap dancing, stage show, fashion designer, mistaken identity, fashion, valet, rapier"
Top Spin,"documentary, competition, ping pong, documentary, woman director"
Topaz,"new york, cia, cuba, cold war, suspense, drama, action, thriller, mystery"
Topsy-Turvy,"drama, comedy, music, prostitute, musical, biography, telephone call, cigar smoking, drink, u00a0gilbert and sullivan, gilbert and sullivan's princess ida, piano duet, lyricist, exhibition"
Tora! Tora! Tora!,"japan, world war ii, pearl harbor, soldier, imperial japan, adventure, drama, action, history, war"
Torn Curtain,"thriller, mystery, cold war, east germany"
Torque,"ex-girlfriend, drug dealer, gang, motorcyclist, action"
Total Recall,"adventure, action, science fiction, oxygen, falsely accused, resistance, mars, double life, telepathy, mutant, hologram, space colony, false identity, secret agent, dystopia, cyberpunk, false memory, implanted memory"
Touching the Void,"adventure, action, documentary, wound, mountaineer, peru, sport, glacier, climbing, rescue, snow, cordillera huayhuash"
Tower Heist,"skyscraper, thanksgiving, billionaire, parade, fbi agent, apartment, high rise, female agent, ponzi scheme, empty safe, caper comedy, planning, safecracker, recruiting, heist movie, deceit, lobby, action, comedy"
Town & Country,"comedy, romance, architect, cellist, friends, anniversary"
Toy Story,"animation, comedy, family, jealousy, toy, boy, friendship, friends, rivalry, boy next door, new toy, toy comes to life"
Toy Story 2,"museum, prosecution, identity crisis, airplane, flea market, collector, teamwork, friendship, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects coming to life, animation, comedy, family"
Toy Story 3,"animation, comedy, family, hostage, college, toy, barbie, animation, escape, day care, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects coming to life, toy story"
Tracker,"adventure, drama, action, thriller"
Trade,"drama, thriller, usa, sex, brother sister relationship, mexico city, border, support, insurance salesman, punter, brother, united statesu2013mexico barrier, sister, human trafficking, rescue, independent film, criminal"
Trade Of Innocents,"drama, thriller"
Trading Places,"christmas tree, from rags to riches, broker, beggar, dollar, wager, fish out of water, millionaire, commodities, investor, big shot, hoodlum, wrongful arrest, santa hat, comedy"
Traffic,"drama, thriller, crime, usa, war on drugs, drug traffic, drug dealer, drug smuggle, addicted, police operation, united statesu2013mexico barrier, addiction, drug lord"
Train,"horror, thriller"
Training Day,"drama, action, thriller, crime, police brutality, war on drugs, drug traffic, drug dealer, los angeles, gang member, mexican american, barrio, cholo"
Trainspotting,"london england, alcohol, sex, based on novel, drug addiction, drug dealer, nightclub, junkie, heroin, cold turkey, modern society, hallucination, friendship, surrealism, dark comedy, stealing, monologue, cult film, recovering drug addict, illegal drugs, drug deal, drug rehabilitation, drug culture, antihero, drama, crime"
Trainwreck,"comedy, alcohol, one-night stand"
Trance,"drama, thriller, crime, mystery, amnesia, art thief, hypnotism, heist movie, duringcreditsstinger"
Transamerica,"drama, individual, gay, new york, usa, missionary, father son relationship, sexual identity, transsexuality, runaway, sexual abuse, waitress, parents kids relationship, drug addiction, cocaine, women's sexual identity, hustler, new identity, motel, therapist, porn actor, road trip, independent film, los angeles, transgender, stolen cars, hitchhike"
Transcendence,"drama, thriller, science fiction, mystery, artificial intelligence, technology, nanotechnology, computer virus, super computer, resurrection, love, mind control, terrorism, scientist, extremist, moral dilemma, computer scientist, mind transfer, quantum computer, mind uploading"
Transformers,"destroy, transformation, alien, based on toy, transformers, robot, duringcreditsstinger, teenage hero, adventure, action, science fiction"
Transformers: Age of Extinction,"adventure, action, science fiction, sequel, alien, transformers, giant robot, robot, imax, transforming robot"
Transformers: Dark of the Moon,"adventure, action, science fiction, moon, spacecraft, traitor, bodyguard, alien planet, based on cartoon, transformers, giant robot, sabotage, word domination, commando, duringcreditsstinger"
Transformers: Revenge of the Fallen,"egypt, sun, chaos, symbol, artifact, transformers, tank, robot, imax, duringcreditsstinger, adventure, action, science fiction"
Transporter 2,"action, thriller, crime, martial arts, war on drugs, kidnapping, bodyguard, baby-snatching"
Transsiberian,"china, married couple, backpacker, firearm, police, travel, snow, blood, cowardliness, train, drug, killer, siberia, moscow, trans-siberian railway, thriller, crime, mystery"
Trapeze,"drama, circus, trapeze artist"
Trash,"adventure, drama, thriller, crime, brazilian, drama, thriller"
Travellers and Magicians,"adventure, drama, foreign, illusion, independent film, bhutan, story in story, weaver, storytelling"
Treachery,drama
Treading Water,"drama, comedy, fish, boy, parenting, first love, troubled childhood, child psychologist, woman director, synchronized swimming, self acceptance, parental advisor"
Treasure Planet,"adventure, fantasy, animation, science fiction, family, cyborg, based on novel, space marine, mutiny, loss of father, map, pirate gang, treasure hunt, little boy, space, alien, animation, money, treasure map, planet, troubled teen, space pirate"
Trees Lounge,"bar, alcoholism, independent film, drinking, drama, comedy"
Trekkies,"documentary, pop culture, fan culture, documentary, science fiction, space opera, fan convention, fandom"
Tremors,"nevada, small town, tractor, stranded, cult favorite, tentacle, rural, graboids, seismologist, binoculars, man eaten by monster, giant worm, horror, action"
Triangle,"horror, ocean, florida, autism, key, yacht, ax, ship, ghost ship, murder, time loop, masked killer, blood, storm, throat slitting, single mother, heavy rain, axe murder, caribbean, attempted strangulation"
Triple 9,"action, thriller, heist, betrayal, dirty cop"
Trippin',"comedy, romance, high school, prom"
Trolljegeren,"hunter, mountains, wilderness, adventure, forest, secret government organization, hunting trip, wildlife, conspiracy, troll, mockumentary, found footage, aftercreditsstinger, fantasy, horror"
TRON: Legacy,"adventure, action, science fiction, artificial intelligence, secret identity, computer program, dystopia, computer, deception, duel, motorcycle, neon light, autocracy"
Troop Beverly Hills,"wilderness, teen angst, adventure, comedy, family"
